systemNumber,Production date,prod_date_primary,start_year,end_year,midpoint_year,date_parse_status
O111127,1480-1520,1480-1520,1480.0,1520.0,1500.0,parsed_ad_range
O111119,1400-1420,1400-1420,1400.0,1420.0,1410.0,parsed_ad_range
O87507,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O111140,1770-1800,1770-1800,1770.0,1800.0,1785.0,parsed_ad_range
O111138,1580-1600,1580-1600,1580.0,1600.0,1590.0,parsed_ad_range
O111132,1520-1545,1520-1545,1520.0,1545.0,1532.0,parsed_ad_range
O110872,1690-1720,1690-1720,1690.0,1720.0,1705.0,parsed_ad_range
O89928,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O88667,1320,1320,1320.0,1320.0,1320.0,parsed_ad_single
O88657,ca. 1330-1350,1330-1350,1330.0,1350.0,1340.0,parsed_ad_range
O89248,mid 12th century,mid 12th c,1101.0,1200.0,1150.0,parsed_century_single
O110020,1580-1590,1580-1590,1580.0,1590.0,1585.0,parsed_ad_range
O89467,ca. 1580,1580,1580.0,1580.0,1580.0,parsed_ad_single
O89167,1845,1845,1845.0,1845.0,1845.0,parsed_ad_single
O89136,ca. 1570-1580,1570-1580,1570.0,1580.0,1575.0,parsed_ad_range
O89135,ca. 1570-1580,1570-1580,1570.0,1580.0,1575.0,parsed_ad_range
O89132,ca. 1820-1830,1820-1830,1820.0,1830.0,1825.0,parsed_ad_range
O89125,ca. 1580,1580,1580.0,1580.0,1580.0,parsed_ad_single
O110384,ca. 1840,1840,1840.0,1840.0,1840.0,parsed_ad_single
O110375,ca. 1820,1820,1820.0,1820.0,1820.0,parsed_ad_single
O106984,400-500,400-500,400.0,500.0,450.0,parsed_ad_range
O89502,1765,1765,1765.0,1765.0,1765.0,parsed_ad_single
O96284,,,,,,no_date_text
O88419,1380-1400,1380-1400,1380.0,1400.0,1390.0,parsed_ad_range
O88966,ca. 1480-1500,1480-1500,1480.0,1500.0,1490.0,parsed_ad_range
O88416,second quarter fourteenth century,second quarter fourteenth c,,,,unparsed_century
O88415,ca. 1300-1320,1300-1320,1300.0,1320.0,1310.0,parsed_ad_range
O89002,1460-1500,1460-1500,1460.0,1500.0,1480.0,parsed_ad_range
O110379,1825-1850,1825-1850,1825.0,1850.0,1838.0,parsed_ad_range
O110389,1730-1750,1730-1750,1730.0,1750.0,1740.0,parsed_ad_range
O89334,ca. 1600-1700,1600-1700,1600.0,1700.0,1650.0,parsed_ad_range
O89065,ca. 1130-1140,1130-1140,1130.0,1140.0,1135.0,parsed_ad_range
O88985,ca. 1460-1500,1460-1500,1460.0,1500.0,1480.0,parsed_ad_range
O89676,ca. 1600-1625,1600-1625,1600.0,1625.0,1612.0,parsed_ad_range
O111420,1790-1800,1790-1800,1790.0,1800.0,1795.0,parsed_ad_range
O311838,ca. 1525-30,1525-30,1525.0,30.0,778.0,parsed_ad_range
O88713,ca. 1580,1580,1580.0,1580.0,1580.0,parsed_ad_single
O228877,ca. 1770-1787,1770-1787,1770.0,1787.0,1778.0,parsed_ad_range
O89030,ca. 1480-1500,1480-1500,1480.0,1500.0,1490.0,parsed_ad_range
O88734,1700-1750,1700-1750,1700.0,1750.0,1725.0,parsed_ad_range
O88421,1160-1180,1160-1180,1160.0,1180.0,1170.0,parsed_ad_range
O88787,1660,1660,1660.0,1660.0,1660.0,parsed_ad_single
O313371,c.1790 - c.1810,1790-1810,1790.0,1810.0,1800.0,parsed_ad_range
O111032,1774,1774,1774.0,1774.0,1774.0,parsed_ad_single
O89339,ca. 1600-1700,1600-1700,1600.0,1700.0,1650.0,parsed_ad_range
O111139,ca. 1755,1755,1755.0,1755.0,1755.0,parsed_ad_single
O88744,ca. 1720-1730,1720-1730,1720.0,1730.0,1725.0,parsed_ad_range
O107038,1460-1500,1460-1500,1460.0,1500.0,1480.0,parsed_ad_range
O89329,ca. 1600-1700,1600-1700,1600.0,1700.0,1650.0,parsed_ad_range
O87284,ca. 1550,1550,1550.0,1550.0,1550.0,parsed_ad_single
O89150,ca. 1740 - ca. 1769,1740-1769,1740.0,1769.0,1754.0,parsed_ad_range
O89325,1600-1700,1600-1700,1600.0,1700.0,1650.0,parsed_ad_range
O89026,1450-1500,1450-1500,1450.0,1500.0,1475.0,parsed_ad_range
O89029,1460-1500,1460-1500,1460.0,1500.0,1480.0,parsed_ad_range
O102803,1680-1700,1680-1700,1680.0,1700.0,1690.0,parsed_ad_range
O89112,1725-1730,1725-1730,1725.0,1730.0,1728.0,parsed_ad_range
O88977,ca. 1480-1500,1480-1500,1480.0,1500.0,1490.0,parsed_ad_range
O88481,1400-1410,1400-1410,1400.0,1410.0,1405.0,parsed_ad_range
O88909,1693,1693,1693.0,1693.0,1693.0,parsed_ad_single
O89141,ca. 1767,1767,1767.0,1767.0,1767.0,parsed_ad_single
O89046,1500-1550,1500-1550,1500.0,1550.0,1525.0,parsed_ad_range
O88897,ca. 1320,1320,1320.0,1320.0,1320.0,parsed_ad_single
O111038,1757,1757,1757.0,1757.0,1757.0,parsed_ad_single
O349444,ca. 1820-50,1820-50,1820.0,50.0,935.0,parsed_ad_range
O89675,ca. 1700-1750,1700-1750,1700.0,1750.0,1725.0,parsed_ad_range
O314335,ca. 1632-1639,1632-1639,1632.0,1639.0,1636.0,parsed_ad_range
O111261,1882-1899,1882-1899,1882.0,1899.0,1890.0,parsed_ad_range
O111257,ca. 1908,1908,1908.0,1908.0,1908.0,parsed_ad_single
O70852,1908,1908,1908.0,1908.0,1908.0,parsed_ad_single
O87441,mid thirteenth century,mid thirteenth c,,,,unparsed_century
O89241,ca. 1594,1594,1594.0,1594.0,1594.0,parsed_ad_single
O7264,1937,1937,1937.0,1937.0,1937.0,parsed_ad_single
O87513,ca. 1580,1580,1580.0,1580.0,1580.0,parsed_ad_single
O313757,first half of 11th century,first half of 11th c,1001.0,1100.0,1050.0,parsed_century_single
O111135,ca. 1650-1700,1650-1700,1650.0,1700.0,1675.0,parsed_ad_range
O111137,1575-1600,1575-1600,1575.0,1600.0,1588.0,parsed_ad_range
O111133,1550-1600,1550-1600,1550.0,1600.0,1575.0,parsed_ad_range
O111510,ca. 1300-1320,1300-1320,1300.0,1320.0,1310.0,parsed_ad_range
O89129,1540-1550,1540-1550,1540.0,1550.0,1545.0,parsed_ad_range
O107025,late 15th century,15th c,1401.0,1500.0,1450.0,parsed_century_single
O89151,ca. 1800-1830,1800-1830,1800.0,1830.0,1815.0,parsed_ad_range
O311033,ca. 1680 - ca. 1700,1680-1700,1680.0,1700.0,1690.0,parsed_ad_range
O107452,1550-1600,1550-1600,1550.0,1600.0,1575.0,parsed_ad_range
O1267169,1630-1640,1630-1640,1630.0,1640.0,1635.0,parsed_ad_range
O173435,1500-1600,1500-1600,1500.0,1600.0,1550.0,parsed_ad_range
O312607,ca. 1760,1760,1760.0,1760.0,1760.0,parsed_ad_single
O127950,ca. 1460-1490,1460-1490,1460.0,1490.0,1475.0,parsed_ad_range
O164510,ca. 1530-1535,1530-1535,1530.0,1535.0,1532.0,parsed_ad_range
O71483,ca. 1460-1470,1460-1470,1460.0,1470.0,1465.0,parsed_ad_range
O71482,ca. 1460-1470,1460-1470,1460.0,1470.0,1465.0,parsed_ad_range
O313089,ca. 1520,1520,1520.0,1520.0,1520.0,parsed_ad_single
O25062,1st century BCE-1st century CE,1st cbc-1st cad,-100.0,100.0,0.0,parsed_century_range
O71626,ca. 1470-1490,1470-1490,1470.0,1490.0,1480.0,parsed_ad_range
O93449,ca. 1490,1490,1490.0,1490.0,1490.0,parsed_ad_single
O71478,ca. 1460-1470,1460-1470,1460.0,1470.0,1465.0,parsed_ad_range
O92067,ca. 1700,1700,1700.0,1700.0,1700.0,parsed_ad_single
O166152,ca. 1495,1495,1495.0,1495.0,1495.0,parsed_ad_single
O77343,1604,1604,1604.0,1604.0,1604.0,parsed_ad_single
O127840,1425-1452,1425-1452,1425.0,1452.0,1438.0,parsed_ad_range
O70413,1726,1726,1726.0,1726.0,1726.0,parsed_ad_single
O311601,ca.1720-1725,1720-1725,1720.0,1725.0,1722.0,parsed_ad_range
O479668,3rd century BC - 3rd century AD,3rd cbc-3rd cad,-300.0,300.0,0.0,parsed_century_range
O479622,probably 1st century BC - 1st century AD,1st cbc-1st cad,-100.0,100.0,0.0,parsed_century_range
O229982,ca. 1700-1730,1700-1730,1700.0,1730.0,1715.0,parsed_ad_range
O148211,ca. 1600,1600,1600.0,1600.0,1600.0,parsed_ad_single
O121084,ca. 1520 - ca. 1525,1520-1525,1520.0,1525.0,1522.0,parsed_ad_range
O1260129,1980,1980,1980.0,1980.0,1980.0,parsed_ad_single
O87194,ca. 1750,1750,1750.0,1750.0,1750.0,parsed_ad_single
O170025,1861,1861,1861.0,1861.0,1861.0,parsed_ad_single
O1352419,2009,2009,2009.0,2009.0,2009.0,parsed_ad_single
O78635,ca. 1860,1860,1860.0,1860.0,1860.0,parsed_ad_single
O93900,ca. 1495-1500,1495-1500,1495.0,1500.0,1498.0,parsed_ad_range
O25175,12th century-13th century,12th c-13th c,1101.0,1300.0,1200.0,parsed_century_range
O92101,1740-1741,1740-1741,1740.0,1741.0,1740.0,parsed_ad_range
O128309,16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O65750,1st century-2nd century,1st c-2nd c,1.0,200.0,100.0,parsed_century_range
O127782,early 14th century,14th c,1301.0,1400.0,1350.0,parsed_century_single
O41592,1477,1477,1477.0,1477.0,1477.0,parsed_ad_single
O122408,ca. 1550-1650,1550-1650,1550.0,1650.0,1600.0,parsed_ad_range
O105957,1600-20,1600-20,1600.0,20.0,810.0,parsed_ad_range
O73250,1487-1488,1487-1488,1487.0,1488.0,1488.0,parsed_ad_range
O89948,ca. 1175-1200,1175-1200,1175.0,1200.0,1188.0,parsed_ad_range
O148977,ca. 1793-1818,1793-1818,1793.0,1818.0,1806.0,parsed_ad_range
O479669,2nd century BC - 1st century AD,2nd cbc-1st cad,-200.0,100.0,-50.0,parsed_century_range
O479657,3rd century BC - 1st century AD,3rd cbc-1st cad,-300.0,100.0,-100.0,parsed_century_range
O479265,2nd  century BC - 1st century AD,2nd cbc-1st cad,-200.0,100.0,-50.0,parsed_century_range
O470346,,,,,,no_date_text
O142591,1481,1481,1481.0,1481.0,1481.0,parsed_ad_single
O121246,ca. 1520 - ca. 1525,1520-1525,1520.0,1525.0,1522.0,parsed_ad_range
O313511,1478,1478,1478.0,1478.0,1478.0,parsed_ad_single
O77341,1727,1727,1727.0,1727.0,1727.0,parsed_ad_single
O75707,1934,1934,1934.0,1934.0,1934.0,parsed_ad_single
O75422,ca. 1757 - ca. 1758,1757-1758,1757.0,1758.0,1758.0,parsed_ad_range
O127102,1780s,1780s,1780.0,1789.0,1784.0,parsed_decade_single
O127117,1830,1830,1830.0,1830.0,1830.0,parsed_ad_single
O127096,about 1746,1746,1746.0,1746.0,1746.0,parsed_ad_single
O127095,about 1682,1682,1682.0,1682.0,1682.0,parsed_ad_single
O127091,1773,1773,1773.0,1773.0,1773.0,parsed_ad_single
O40978,ca. 1730,1730,1730.0,1730.0,1730.0,parsed_ad_single
O75321,1761-1767,1761-1767,1761.0,1767.0,1764.0,parsed_ad_range
O127093,ca. 1740,1740,1740.0,1740.0,1740.0,parsed_ad_single
O127085,1808,1808,1808.0,1808.0,1808.0,parsed_ad_single
O127090,ca. 1733,1733,1733.0,1733.0,1733.0,parsed_ad_single
O127086,1810,1810,1810.0,1810.0,1810.0,parsed_ad_single
O127092,1770-1775,1770-1775,1770.0,1775.0,1772.0,parsed_ad_range
O311702,1800,1800,1800.0,1800.0,1800.0,parsed_ad_single
O70822,ca. 1885-1887,1885-1887,1885.0,1887.0,1886.0,parsed_ad_range
O102918,1908,1908,1908.0,1908.0,1908.0,parsed_ad_single
O67426,ca. 1872,1872,1872.0,1872.0,1872.0,parsed_ad_single
O249019,1760,1760,1760.0,1760.0,1760.0,parsed_ad_single
O127088,1739,1739,1739.0,1739.0,1739.0,parsed_ad_single
O332518,1875,1875,1875.0,1875.0,1875.0,parsed_ad_single
O12515,1418-1420,1418-1420,1418.0,1420.0,1419.0,parsed_ad_range
O107373,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O1234825,16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O40950,ca. 1305,1305,1305.0,1305.0,1305.0,parsed_ad_single
O68819,1624,1624,1624.0,1624.0,1624.0,parsed_ad_single
O72587,ca. 1480-90,1480-90,1480.0,90.0,785.0,parsed_ad_range
O438406,early 20th century,20th c,1901.0,2000.0,1950.0,parsed_century_single
O64550,12th Century,12th c,1101.0,1200.0,1150.0,parsed_century_single
O175945,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O1152079,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O7413,ca. 1200,1200,1200.0,1200.0,1200.0,parsed_ad_single
O479659,ca. late 2nd century BC - 1st century BC,2nd cbc-1st cbc,-200.0,-1.0,-100.0,parsed_century_range
O479632,3rd century BC - 1st century AD,3rd cbc-1st cad,-300.0,100.0,-100.0,parsed_century_range
O479628,3rd century BC - 1st century AD,3rd cbc-1st cad,-300.0,100.0,-100.0,parsed_century_range
O83196,ca. 1853,1853,1853.0,1853.0,1853.0,parsed_ad_single
O95607,ca. 1851,1851,1851.0,1851.0,1851.0,parsed_ad_single
O87509,1569,1569,1569.0,1569.0,1569.0,parsed_ad_single
O87163,1820-30,1820-30,1820.0,30.0,925.0,parsed_ad_range
O88816,1696,1696,1696.0,1696.0,1696.0,parsed_ad_single
O96247,ca. 1850,1850,1850.0,1850.0,1850.0,parsed_ad_single
O89654,ca. 1700 - ca. 1720,1700-1720,1700.0,1720.0,1710.0,parsed_ad_range
O89602,ca. 1730,1730,1730.0,1730.0,1730.0,parsed_ad_single
O89500,ca. 1620,1620,1620.0,1620.0,1620.0,parsed_ad_single
O89495,1520-1529,1520-1529,1520.0,1529.0,1524.0,parsed_ad_range
O89143,1525-1550,1525-1550,1525.0,1550.0,1538.0,parsed_ad_range
O71791,1520-1530,1520-1530,1520.0,1530.0,1525.0,parsed_ad_range
O71624,1430-1450,1430-1450,1430.0,1450.0,1440.0,parsed_ad_range
O111419,ca. 1580,1580,1580.0,1580.0,1580.0,parsed_ad_single
O110870,1850-1860,1850-1860,1850.0,1860.0,1855.0,parsed_ad_range
O111511,ca. 1325,1325,1325.0,1325.0,1325.0,parsed_ad_single
O111050,1925,1925,1925.0,1925.0,1925.0,parsed_ad_single
O102623,1820-30,1820-30,1820.0,30.0,925.0,parsed_ad_range
O102621,1820-30,1820-30,1820.0,30.0,925.0,parsed_ad_range
O111538,ca. 1402,1402,1402.0,1402.0,1402.0,parsed_ad_single
O70186,1480-1490,1480-1490,1480.0,1490.0,1485.0,parsed_ad_range
O312920,first half of 11th century,first half of 11th c,1001.0,1100.0,1050.0,parsed_century_single
O309561,ca. 1730 - ca. 1760,1730-1760,1730.0,1760.0,1745.0,parsed_ad_range
O313077,late 17th century - early 18th century,17th c-18th c,1601.0,1800.0,1700.0,parsed_century_range
O110865,ca. 1890-1900,1890-1900,1890.0,1900.0,1895.0,parsed_ad_range
O110864,ca. 1890-1900,1890-1900,1890.0,1900.0,1895.0,parsed_ad_range
O110382,1800-1839,1800-1839,1800.0,1839.0,1820.0,parsed_ad_range
O107307,1820-1830,1820-1830,1820.0,1830.0,1825.0,parsed_ad_range
O68953,ca. 1450-1470,1450-1470,1450.0,1470.0,1460.0,parsed_ad_range
O89170,ca. 1320-1330,1320-1330,1320.0,1330.0,1325.0,parsed_ad_range
O89148,1817,1817,1817.0,1817.0,1817.0,parsed_ad_single
O84681,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O103202,ca. 1622,1622,1622.0,1622.0,1622.0,parsed_ad_single
O111415,ca. 1300-1400,1300-1400,1300.0,1400.0,1350.0,parsed_ad_range
O70505,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O111094,1430,1430,1430.0,1430.0,1430.0,parsed_ad_single
O71583,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O111031,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O70314,1470-1490,1470-1490,1470.0,1490.0,1480.0,parsed_ad_range
O111418,1680-1720,1680-1720,1680.0,1720.0,1700.0,parsed_ad_range
O349046,ca. 1540 - ca. 1587,1540-1587,1540.0,1587.0,1564.0,parsed_ad_range
O88301,second half of 12th century,second half of 12th c,1101.0,1200.0,1150.0,parsed_century_single
O71887,1510-1520,1510-1520,1510.0,1520.0,1515.0,parsed_ad_range
O89296,ca. 1711,1711,1711.0,1711.0,1711.0,parsed_ad_single
O103048,1250-1300,1250-1300,1250.0,1300.0,1275.0,parsed_ad_range
O89558,ca. 1850-1925,1850-1925,1850.0,1925.0,1888.0,parsed_ad_range
O70554,1480-1490,1480-1490,1480.0,1490.0,1485.0,parsed_ad_range
O70432,1470-1490,1470-1490,1470.0,1490.0,1480.0,parsed_ad_range
O70561,1480-1490,1480-1490,1480.0,1490.0,1485.0,parsed_ad_range
O70351,1420-1440,1420-1440,1420.0,1440.0,1430.0,parsed_ad_range
O106680,1600-1624,1600-1624,1600.0,1624.0,1612.0,parsed_ad_range
O89146,ca. 1690-1710,1690-1710,1690.0,1710.0,1700.0,parsed_ad_range
O71580,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O89077,early 18th century,18th c,1701.0,1800.0,1750.0,parsed_century_single
O70162,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O313477,ca. 1780 - ca. 1810,1780-1810,1780.0,1810.0,1795.0,parsed_ad_range
O88315,ca. 1360-1380,1360-1380,1360.0,1380.0,1370.0,parsed_ad_range
O70284,1400-1420,1400-1420,1400.0,1420.0,1410.0,parsed_ad_range
O70292,ca. 1400,1400,1400.0,1400.0,1400.0,parsed_ad_single
O111124,1515-1520,1515-1520,1515.0,1520.0,1518.0,parsed_ad_range
O70146,1410-1430,1410-1430,1410.0,1430.0,1420.0,parsed_ad_range
O71589,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O88299,early fifteenth century,fifteenth c,,,,unparsed_century
O84683,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O71291,1420-1440,1420-1440,1420.0,1440.0,1430.0,parsed_ad_range
O84680,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O71742,1410-1430,1410-1430,1410.0,1430.0,1420.0,parsed_ad_range
O107453,1580-1630,1580-1630,1580.0,1630.0,1605.0,parsed_ad_range
O70854,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O92601,early 5th century,5th c,401.0,500.0,450.0,parsed_century_single
O111114,ca.1600-1625,1600-1625,1600.0,1625.0,1612.0,parsed_ad_range
O84685,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O89199,ca. 1650-1700,1650-1700,1650.0,1700.0,1675.0,parsed_ad_range
O111417,1580-1600,1580-1600,1580.0,1600.0,1590.0,parsed_ad_range
O71593,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O84684,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O88427,1690-1700,1690-1700,1690.0,1700.0,1695.0,parsed_ad_range
O88473,ca. 1450-1470,1450-1470,1450.0,1470.0,1460.0,parsed_ad_range
O106461,ca. 1250,1250,1250.0,1250.0,1250.0,parsed_ad_single
O89318,ca. 1711,1711,1711.0,1711.0,1711.0,parsed_ad_single
O71052,1380-1390,1380-1390,1380.0,1390.0,1385.0,parsed_ad_range
O107456,ca. 1718,1718,1718.0,1718.0,1718.0,parsed_ad_single
O71623,ca. 1450,1450,1450.0,1450.0,1450.0,parsed_ad_single
O84686,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O89867,ca. 1560,1560,1560.0,1560.0,1560.0,parsed_ad_single
O89083,1760,1760,1760.0,1760.0,1760.0,parsed_ad_single
O71599,1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O58632,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O88497,late 15th century to early 16th century,15th c to 16th c,1401.0,1500.0,1450.0,parsed_century_single
O70473,1390-1400,1390-1400,1390.0,1400.0,1395.0,parsed_ad_range
O89209,1679,1679,1679.0,1679.0,1679.0,parsed_ad_single
O88425,ca. 1400-1410,1400-1410,1400.0,1410.0,1405.0,parsed_ad_range
O88529,possibly ca. 1700-1800,1700-1800,1700.0,1800.0,1750.0,parsed_ad_range
O89237,c. 1700 - ca. 1730,1700-1730,1700.0,1730.0,1715.0,parsed_ad_range
O88809,c. 1675-1700,1675-1700,1675.0,1700.0,1688.0,parsed_ad_range
O88786,ca. 1750,1750,1750.0,1750.0,1750.0,parsed_ad_single
O88489,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O87294,1400-1410,1400-1410,1400.0,1410.0,1405.0,parsed_ad_range
O111783,1570-1579,1570-1579,1570.0,1579.0,1574.0,parsed_ad_range
O92515,1610-1650,1610-1650,1610.0,1650.0,1630.0,parsed_ad_range
O111896,1500-1540,1500-1540,1500.0,1540.0,1520.0,parsed_ad_range
O111894,1500-1520,1500-1520,1500.0,1520.0,1510.0,parsed_ad_range
O111866,ca. 1580,1580,1580.0,1580.0,1580.0,parsed_ad_single
O111863,1540-1546,1540-1546,1540.0,1546.0,1543.0,parsed_ad_range
O111858,1992,1992,1992.0,1992.0,1992.0,parsed_ad_single
O111855,1931,1931,1931.0,1931.0,1931.0,parsed_ad_single
O111854,1932,1932,1932.0,1932.0,1932.0,parsed_ad_single
O111852,1925,1925,1925.0,1925.0,1925.0,parsed_ad_single
O111851,1890-1900,1890-1900,1890.0,1900.0,1895.0,parsed_ad_range
O111850,1886,1886,1886.0,1886.0,1886.0,parsed_ad_single
O111849,1886,1886,1886.0,1886.0,1886.0,parsed_ad_single
O111848,1895-1905,1895-1905,1895.0,1905.0,1900.0,parsed_ad_range
O111847,1900,1900,1900.0,1900.0,1900.0,parsed_ad_single
O111846,1899,1899,1899.0,1899.0,1899.0,parsed_ad_single
O111844,1612,1612,1612.0,1612.0,1612.0,parsed_ad_single
O111684,1894,1894,1894.0,1894.0,1894.0,parsed_ad_single
O111669,1951,1951,1951.0,1951.0,1951.0,parsed_ad_single
O111667,ca. 1919,1919,1919.0,1919.0,1919.0,parsed_ad_single
O111663,1887,1887,1887.0,1887.0,1887.0,parsed_ad_single
O111661,1837,1837,1837.0,1837.0,1837.0,parsed_ad_single
O111658,1925,1925,1925.0,1925.0,1925.0,parsed_ad_single
O111652,1804,1804,1804.0,1804.0,1804.0,parsed_ad_single
O111540,after 1438-1439,1438-1439,1438.0,1439.0,1438.0,parsed_ad_range
O107533,1834,1834,1834.0,1834.0,1834.0,parsed_ad_single
O107383,1610-1620,1610-1620,1610.0,1620.0,1615.0,parsed_ad_range
O107382,1550-1600,1550-1600,1550.0,1600.0,1575.0,parsed_ad_range
O106978,dated 1915,1915,1915.0,1915.0,1915.0,parsed_ad_single
O106818,1660,1660,1660.0,1660.0,1660.0,parsed_ad_single
O106805,1857,1857,1857.0,1857.0,1857.0,parsed_ad_single
O106801,1610-1620,1610-1620,1610.0,1620.0,1615.0,parsed_ad_range
O106672,1550-1600,1550-1600,1550.0,1600.0,1575.0,parsed_ad_range
O106628,1509-16,1509-16,1509.0,16.0,762.0,parsed_ad_range
O102969,1540-1546,1540-1546,1540.0,1546.0,1543.0,parsed_ad_range
O102774,ca. 1580,1580,1580.0,1580.0,1580.0,parsed_ad_single
O87228,ca. 1460-1490,1460-1490,1460.0,1490.0,1475.0,parsed_ad_range
O96221,ca. 1550,1550,1550.0,1550.0,1550.0,parsed_ad_single
O89894,1928,1928,1928.0,1928.0,1928.0,parsed_ad_single
O89882,1930,1930,1930.0,1930.0,1930.0,parsed_ad_single
O89832,ca. 1580,1580,1580.0,1580.0,1580.0,parsed_ad_single
O88586,ca. 1550,1550,1550.0,1550.0,1550.0,parsed_ad_single
O39851,1500-1525,1500-1525,1500.0,1525.0,1512.0,parsed_ad_range
O313765,late 15th century to early 16th century,15th c to 16th c,1401.0,1500.0,1450.0,parsed_century_single
O107301,ca. 1310-1320,1310-1320,1310.0,1320.0,1315.0,parsed_ad_range
O106328,ca. 1320,1320,1320.0,1320.0,1320.0,parsed_ad_single
O111078,1360-1380,1360-1380,1360.0,1380.0,1370.0,parsed_ad_range
O88208,ca. 1300 - ca. 1320,1300-1320,1300.0,1320.0,1310.0,parsed_ad_range
O88177,ca. 1350-1400,1350-1400,1350.0,1400.0,1375.0,parsed_ad_range
O111865,1587-1588,1587-1588,1587.0,1588.0,1588.0,parsed_ad_range
O88605,ca. 1240-1260,1240-1260,1240.0,1260.0,1250.0,parsed_ad_range
O111517,ca. 1360-1370,1360-1370,1360.0,1370.0,1365.0,parsed_ad_range
O90402,ca. 1650-1680,1650-1680,1650.0,1680.0,1665.0,parsed_ad_range
O87841,ca. 1250-1260,1250-1260,1250.0,1260.0,1255.0,parsed_ad_range
O72525,ca. 1300,1300,1300.0,1300.0,1300.0,parsed_ad_single
O106408,ca. 1300,1300,1300.0,1300.0,1300.0,parsed_ad_single
O107302,late fourteenth century,fourteenth c,,,,unparsed_century
O111515,1320-1340,1320-1340,1320.0,1340.0,1330.0,parsed_ad_range
O103072,1475-1525,1475-1525,1475.0,1525.0,1500.0,parsed_ad_range
O313119,ca. 1400-1425,1400-1425,1400.0,1425.0,1412.0,parsed_ad_range
O106477,ca. 1340,1340,1340.0,1340.0,1340.0,parsed_ad_single
O111516,ca. 1340-1370,1340-1370,1340.0,1370.0,1355.0,parsed_ad_range
O88144,1280-1300,1280-1300,1280.0,1300.0,1290.0,parsed_ad_range
O88413,1300-1330,1300-1330,1300.0,1330.0,1315.0,parsed_ad_range
O111512,1425-1450,1425-1450,1425.0,1450.0,1438.0,parsed_ad_range
O16298,1225-1250,1225-1250,1225.0,1250.0,1238.0,parsed_ad_range
O121813,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O70884,ca. 1695-1700,1695-1700,1695.0,1700.0,1698.0,parsed_ad_range
O130329,618-906,618-906,618.0,906.0,762.0,parsed_ad_range
O1291206,2010,2010,2010.0,2010.0,2010.0,parsed_ad_single
O16256,1456,1456,1456.0,1456.0,1456.0,parsed_ad_single
O142648,1480,1480,1480.0,1480.0,1480.0,parsed_ad_single
O312584,ca. 1863,1863,1863.0,1863.0,1863.0,parsed_ad_single
O17434,1560-1575,1560-1575,1560.0,1575.0,1568.0,parsed_ad_range
O16299,1225-1250,1225-1250,1225.0,1250.0,1238.0,parsed_ad_range
O333149,ca. 1770-1780,1770-1780,1770.0,1780.0,1775.0,parsed_ad_range
O102495,ca. 1430-1435,1430-1435,1430.0,1435.0,1432.0,parsed_ad_range
O479631,3rd century BC - 1st century AD,3rd cbc-1st cad,-300.0,100.0,-100.0,parsed_century_range
O479658,ca. 1st century - 2nd century,1st c-2nd c,1.0,200.0,100.0,parsed_century_range
O149068,ca. 1781,1781,1781.0,1781.0,1781.0,parsed_ad_single
O97228,1958,1958,1958.0,1958.0,1958.0,parsed_ad_single
O71529,ca. 1510-1530,1510-1530,1510.0,1530.0,1520.0,parsed_ad_range
